fecha,tipoTran,id_cliente,descripcion_titulo,moneda,simbolo_titulo,cantidad,precio,id_transaccion,origen,fecha_ts_utc,fecha_ts_local,fecha_particion,_ingested_at
2026-01-06T11:12:46.000Z,Compra,e33e5a01c75f27c8223e9bacbc75ac16,Cedear Berkshire Hathaway Inc.,ARS,BRKB,13,35183.6917,TXNgma4ixqwouyaa,Sitio Web Desktop,2026-01-06T11:12:46.000Z,2026-01-06T08:12:46.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:09:38.000Z,Compra,e9971bc9d27d8c3931147b6e6c0d4376,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,5,998.8333,TXNhk5gyimq5glhc,App Mobile,2026-01-06T08:09:38.000Z,2026-01-06T05:09:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T21:56:10.000Z,Venta,295cfc33784348561c495b53796661c1,Cedear The Coca Cola Company,ARS,KO,2,20781.4496,TXNplayybgrxh5lq,App Mobile,2026-01-06T21:56:10.000Z,2026-01-06T18:56:10.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:07:59.000Z,Compra,e98b6e4f75e117a5694923f897e0e688,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,46,1000.9907,TXNxxeglziubhuhr,App Mobile,2026-01-06T14:07:59.000Z,2026-01-06T11:07:59.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:35:00.000Z,Venta,c5d980d573ac157892bdc7cf851888b2,BONO REP ARG AJ CER V30/06/28,ARS,TZX28,6280,2.7591,TXNvoliyzicxhrqv,Sitio Web Desktop,2026-01-06T06:35:00.000Z,2026-01-06T03:35:00.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:59:57.000Z,Venta,5203bac8ae9d758216b81b2a46a22291,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,1557,1002.8173,TXNfm4psqnp1k8ur,App Mobile,2026-01-06T15:59:57.000Z,2026-01-06T12:59:57.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:38:28.000Z,Compra,7bcd624b23cae320902d85468c255fc2,"Cedear Tesla, Inc.",ARS,TSLA,15,43990.5290,TXNcumm7pfeenctk,Sitio Web Desktop,2026-01-07T02:38:28.000Z,2026-01-06T23:38:28.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:53:34.000Z,Compra,7adcb4dc51e480eef01c653715a96227,Cedear Mercadolibre Inc.,ARS,MELI,1,27914.5055,TXNvtfx4r6vhmxgg,App Mobile,2026-01-06T07:53:34.000Z,2026-01-06T04:53:34.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:34:45.000Z,Compra,92b8d34a1f6072aeb17c99b6e671ef3a,"Cedear Netflix, Inc.",ARS,NFLX,2,2929.1135,TXNb11fm1owwsa1t,App Mobile,2026-01-06T10:34:45.000Z,2026-01-06T07:34:45.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:17:32.000Z,Venta,341c2daea14106b11fb331a58b71d16e,CEDEAR OKLO INC.,ARS,OKLO,2,4863.5173,TXNk0j1xnwkxzapw,App Mobile,2026-01-06T08:17:32.000Z,2026-01-06T05:17:32.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:41:17.000Z,Compra,3c028d218c24f6a8e5fe8ed271ba5ad9,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,2,1002.1818,TXNte2dbr5z4brmr,App Mobile,2026-01-06T16:41:17.000Z,2026-01-06T13:41:17.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T17:01:32.000Z,Compra,0fe2dfdd0c2f1c83bc763eb12a18561d,"Cedear Tesla, Inc.",ARS,TSLA,70,45800.1866,TXNptuml6t44f43k,App Mobile,2026-01-06T17:01:32.000Z,2026-01-06T14:01:32.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:23:44.000Z,Venta,31ce397acf80619ac4cfb91fde25ff42,Cedear Chevron Corp.,USD,CVXD,2,10.5950,TXNlz5do2jic5lax,App Mobile,2026-01-06T14:23:44.000Z,2026-01-06T11:23:44.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:34:57.000Z,Compra,f8b61c8e756f71a4ccf6088a1fc95039,Cedear Nio Inc.,ARS,NIO,1,1945.6670,TXNnc3ixipba9cby,App Mobile,2026-01-06T13:34:57.000Z,2026-01-06T10:34:57.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:38:16.000Z,Venta,389cf95c4117bdf24d1862682dff11d5,Aluar,ARS,ALUA,8,1026.5513,TXNop2ekormsue82,App Mobile,2026-01-06T13:38:16.000Z,2026-01-06T10:38:16.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:34:10.000Z,Compra,282ce06f631cc22195a7d2737c270726,Aluar,ARS,ALUA,8,1034.1580,TXNbawoezspl9qfs,App Mobile,2026-01-06T11:34:10.000Z,2026-01-06T08:34:10.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T23:37:58.000Z,Venta,ccb0e9cec7edba9f5b0074e3398b6e9a,Cedear Etf Ishares Silver Trus,ARS,SLV,5,18872.3074,TXNxv68yky30meee,Sitio Web Desktop,2026-01-06T23:37:58.000Z,2026-01-06T20:37:58.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:11:35.000Z,Venta,e636b3dce28a1646603b8b336620ab3a,Cedear Nike Inc.,ARS,NKE,3,8128.1940,TXN2ich1r4jrreyi,App Mobile,2026-01-06T07:11:35.000Z,2026-01-06T04:11:35.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:40:38.000Z,Compra,bbf6e7f501c58a3a82ed437469626eab,Cedear Apple Inc.,ARS,AAPL,9,20276.9599,TXNdei6b7b4axy8k,Sitio Web Desktop,2026-01-06T15:40:38.000Z,2026-01-06T12:40:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:02:25.000Z,Compra,41441211df48f2b11cc74d07a8e0fff5,Cedear Spdr S&P 500,ARS,SPY,2,52992.6070,TXNuado3e5x4c157,App Mobile,2026-01-06T10:02:25.000Z,2026-01-06T07:02:25.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T23:37:16.000Z,Venta,38ffca2a0edde769d94de066ae34d9e6,Cedear Unitedhealth Group Inc.,ARS,UNH,1,16467.6499,TXNjiujv6oh9sdbd,App Mobile,2026-01-06T23:37:16.000Z,2026-01-06T20:37:16.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:01:18.000Z,Compra,03f7a0b356d5ef18d8d06d232922eb5f,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,497,0.6672,TXN6fizhjmxsnwer,Sitio Web Desktop,2026-01-06T07:01:18.000Z,2026-01-06T04:01:18.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:00:09.000Z,Compra,d1f26f9f62a17077d12792d832a46806,Cedear Nio Inc.,ARS,NIO,4,1901.7745,TXNkxj2eznj8u81n,App Mobile,2026-01-06T15:00:09.000Z,2026-01-06T12:00:09.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:33:51.000Z,Venta,a9dcca43236c0d098568950aac2adf0e,Cedear Exxon Mobil Corporation,ARS,XOM,1,19271.1541,TXNbsyfb8cx9xscn,Sitio Web Desktop,2026-01-06T15:33:51.000Z,2026-01-06T12:33:51.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:49:44.000Z,Compra,ac7e5dcde9727828d3374ca3266d0077,"Cedear Tesla, Inc.",ARS,TSLA,8,46987.0868,TXN4x9ov7ys1yzmz,Sitio Web Desktop,2026-01-06T18:49:44.000Z,2026-01-06T15:49:44.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:33:22.000Z,Compra,957fee13e25b872978cbd320aec0e863,Ypf S.A. - Clase Xviii- Vto. 30/9/2033,USD,YMCJD,336,1.0273,TXNp0ga3d7c8axio,App Mobile,2026-01-06T12:33:22.000Z,2026-01-06T09:33:22.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:09:25.000Z,Venta,21f1510503aef2a7385d60099bf66482,Cedear Pan American Silver Cor,ARS,PAAS,13,26930.1974,TXNehpbahdg1ye29,Sitio Web Desktop,2026-01-06T10:09:25.000Z,2026-01-06T07:09:25.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:44:13.000Z,Compra,b6ded2166eeeb5398bceb133b6474f56,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,310,1007.7763,TXNiql5kuzixuszg,Sitio Web Desktop,2026-01-06T07:44:13.000Z,2026-01-06T04:44:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:16:53.000Z,Compra,55bc0592bc347f096d0b6ec86e91730a,Bonos Rep. Arg. U$S Step Up V.09/07/35,USD,GD35D,1,0.7879,TXN6gy3un5dl4jbh,App Mobile,2026-01-06T10:16:53.000Z,2026-01-06T07:16:53.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:38:12.000Z,Venta,54169212a91e3260cf7f4f4c35a57d0e,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,2812,1006.6586,TXN4t2812t8b81us,Sitio Web Desktop,2026-01-06T10:38:12.000Z,2026-01-06T07:38:12.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:35:17.000Z,Compra,7f49f2e9a2d3eb05eec89740673dda00,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,37,1005.1209,TXN1tp0oqmhmm1he,App Mobile,2026-01-06T15:35:17.000Z,2026-01-06T12:35:17.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:11:29.000Z,Compra,3322fea48dd1a081441dc273e37a3635,"Cedear Facebook, Inc.",ARS,META,2,42562.9821,TXNo1gbty65nwud1,App Mobile,2026-01-06T04:11:29.000Z,2026-01-06T01:11:29.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:34:49.000Z,Venta,fe1a62bc92ad6ae9cc2d7be5ed20f08f,"Cedear Amazon.Com, Inc",ARS,AMZN,3,2495.3566,TXNdvyvjdo70ep0d,App Mobile,2026-01-06T16:34:49.000Z,2026-01-06T13:34:49.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:35:54.000Z,Venta,3baff7fa33e90cece903990a56a2ecd3,Bbva,ARS,BBAR,1,9501.0219,TXN7357tgyxqrw39,App Mobile,2026-01-06T05:35:54.000Z,2026-01-06T02:35:54.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:39:44.000Z,Venta,5aa05ceeaf30b735687d7971a9e3e17a,BONO REP. ARGENTINA USD STEP UP 2038,ARS,AE38,1,1184.3337,TXNun5aae7ju9cua,App Mobile,2026-01-06T07:39:44.000Z,2026-01-06T04:39:44.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:39:52.000Z,Compra,47b00cfc5d1f3412d3ffa59e19351154,Cedear Pagseguro Digital Ltd,USD,PAGSD,1,3.4035,TXN5uur7ioqzjozq,App Mobile,2026-01-06T13:39:52.000Z,2026-01-06T10:39:52.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:03:27.000Z,Compra,de82f6c003d43ef4c37bbe10a5ce3c36,Transportadora Gas del Norte,ARS,TGNO4,40,4612.7936,TXN9dym3xjs12qfa,Sitio Web Desktop,2026-01-06T14:03:27.000Z,2026-01-06T11:03:27.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:33:34.000Z,Compra,5470fe5f7ab0a7b4ca3112285613a534,Cedear Tenaris S.A. (Ads),ARS,TEN,4,62788.1218,TXNdoywiumiqzusi,App Mobile,2026-01-06T10:33:34.000Z,2026-01-06T07:33:34.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:16:33.000Z,Compra,417fe1dc35f84bd69d2193da2cc800f6,Bolsas Y Mercados Argentinos S.A.,ARS,BYMA,1,304.4371,TXN9p051m6dy0us8,App Mobile,2026-01-06T11:16:33.000Z,2026-01-06T08:16:33.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T22:33:59.000Z,Compra,eed7c9a83a6e025a6ef22f8b224ad9d0,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,98,994.6098,TXNeht3dg3dp3f5q,App Mobile,2026-01-06T22:33:59.000Z,2026-01-06T19:33:59.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:26:00.000Z,Venta,0bb2373b1e01bad157c3fcc36344f990,Cedear Vista Oil & Gas Sab De,ARS,VIST,12,24664.1340,TXNan8rfv7wt5b3y,App Mobile,2026-01-06T14:26:00.000Z,2026-01-06T11:26:00.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:43:56.000Z,Compra,b1ec49c6883062656bb4feee550764b4,Cedear Rigetti Computing,ARS,RGTI,6,18638.8845,TXNu6lizh2mr1lol,Sitio Web Desktop,2026-01-06T08:43:56.000Z,2026-01-06T05:43:56.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:33:36.000Z,Compra,49d6de4fa5a2d15f98dfe3ef6f25694b,Cedear Pepsico Inc.,ARS,PEP,3,12013.3165,TXNiwucx67xkwq0y,App Mobile,2026-01-06T12:33:36.000Z,2026-01-06T09:33:36.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:35:54.000Z,Compra,12f218bc853995d60ee3e5fe7183e13a,Lt Rep Arg  Cap 182 Ds V27/02/26 $ Cg,ARS,S27F6,12,1.2058,TXNkbf2e6wprlpg7,App Mobile,2026-01-06T04:35:54.000Z,2026-01-06T01:35:54.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:33:59.000Z,Compra,e8b330767b48916f94af9f87a502713f,Bono del Tesoro Boncer Vto 30/10/2026,ARS,TZXO6,333,1.3276,TXNf0r7fa6ahhcas,App Mobile,2026-01-06T12:33:59.000Z,2026-01-06T09:33:59.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:26:32.000Z,Compra,d5c4ea34f281a3e3b438ca507aa242ff,Cedear Vista Oil & Gas Sab De,USD,VISTD,10,15.8784,TXNie00ejhrmbl4o,Sitio Web Desktop,2026-01-06T13:26:32.000Z,2026-01-06T10:26:32.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:36:19.000Z,Compra,dd51fd612f60e601c50e01eb4a90dcf4,Grupo Supervielle S.A.,ARS,SUPV,12,3562.0958,TXN3txz1nw8jkd4b,App Mobile,2026-01-06T05:36:19.000Z,2026-01-06T02:36:19.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:40:24.000Z,Compra,5ef3493393d99298df10b91ddbcbe6dc,Cedear Nvidia Corporation,ARS,NVDA,101,11947.7370,TXNklyy55huhrx8v,Sitio Web Desktop,2026-01-06T16:40:24.000Z,2026-01-06T13:40:24.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T21:56:06.000Z,Compra,f54e8e352211ee76082d88b4bd23ce57,Cedear Ishares Msci Brazil Cap,ARS,EWZ,4,25589.6934,TXN9pot7u4yal71b,App Mobile,2026-01-06T21:56:06.000Z,2026-01-06T18:56:06.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:45:51.000Z,Venta,c76bceac4ba4d276dbfce0342defed71,Cedear Mercadolibre Inc.,ARS,MELI,8,27348.7177,TXNuupj53az03sgq,Sitio Web Desktop,2026-01-06T11:45:51.000Z,2026-01-06T08:45:51.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:14:32.000Z,Compra,4b8af9c7c4bdb96f7c52a40297646d38,Cedear Baker Hughes Co.,USD,BKRD,1,6.9757,TXN89rl7snxin6y8,API,2026-01-06T08:14:32.000Z,2026-01-06T05:14:32.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:31:29.000Z,Compra,c3335d73808b87c4e6a555baa6c435fd,Cedear Etf Spdr Gold Trust,ARS,GLD,4,12484.8613,TXNxy9dwzy08m8os,App Mobile,2026-01-06T14:31:29.000Z,2026-01-06T11:31:29.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T09:00:09.000Z,Compra,f284c3783e268466182b4e3ad04cd743,CEDEAR OKLO INC.,ARS,OKLO,9,4784.5567,TXNhxdhczyuwofuv,App Mobile,2026-01-06T09:00:09.000Z,2026-01-06T06:00:09.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:34:50.000Z,Compra,e72dd87d79806ed41e06a2ffe1aff387,Celulosa,ARS,CELU,12,466.8267,TXNb7n0nzc64b5u8,App Mobile,2026-01-06T08:34:50.000Z,2026-01-06T05:34:50.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:36:13.000Z,Compra,cb50afb34c98eedfaae51300706eb2ab,Cedear Vista Oil & Gas Sab De,ARS,VIST,1,24905.5816,TXNq02xvdh2kki2b,App Mobile,2026-01-06T05:36:13.000Z,2026-01-06T02:36:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T19:23:55.000Z,Compra,45247b3f34872f0ed4cd1f9cf87bb24a,Cedear Barrick Mining Corporation,ARS,B,1,36283.2976,TXNyt1gz03n0a0mx,App Mobile,2026-01-06T19:23:55.000Z,2026-01-06T16:23:55.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:16:53.000Z,Compra,86072134b61f29d9bdd0b443564ce12b,Cedear Accenture Plc,ARS,ACN,1,5408.5489,TXNgu6bmhcamxicg,App Mobile,2026-01-06T06:16:53.000Z,2026-01-06T03:16:53.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:46:38.000Z,Venta,33046f9a8c9a284d6698bfc0feedffdc,Cedear Rigetti Computing,USD,RGTID,3,12.3546,TXN9a842i3e3ruln,Sitio Web Desktop,2026-01-07T01:46:38.000Z,2026-01-06T22:46:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:45:13.000Z,Venta,182bc31c2b74611f3a4e274a03001513,Bonos Rep. Arg. U$S Step Up V.09/07/35,ARS,GD35,22,1181.4578,TXN3b920mqads8f6,App Mobile,2026-01-06T11:45:13.000Z,2026-01-06T08:45:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:51:34.000Z,Compra,55f1c7687c26d9e15006c34dbe871243,BONOS REP. ARG. U$S 1% STEP UP V09/07/29,USD,GD29D,1,0.7316,TXNd0l3ucvpml1qy,App Mobile,2026-01-07T00:51:34.000Z,2026-01-06T21:51:34.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T23:56:28.000Z,Compra,d6843c2f98279e5e44db4ebc267a50fc,Letra Tesoro Nacional Capitalizable 30/11/26 $,ARS,S30N6,3,1.0171,TXN25tbj1urg6pi3,App Mobile,2026-01-06T23:56:28.000Z,2026-01-06T20:56:28.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:01:38.000Z,Compra,45113d84564eb8d86e4b15b7f769d396,Cedear Unitedhealth Group Inc.,ARS,UNH,2,16297.1468,TXNtnvft4n47zt4f,App Mobile,2026-01-07T01:01:38.000Z,2026-01-06T22:01:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:01:13.000Z,Compra,2a98e73cc88ccf8e89d734f221b75b88,Cedear Harley Davidson Inc,ARS,HOG,116,10757.1698,TXN4tvedo0is5lde,App Mobile,2026-01-07T02:01:13.000Z,2026-01-06T23:01:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:33:28.000Z,Compra,42010d5c0e6ec07da45967ced23b3411,Cedear Motorola Inc. Escrit.,ARS,MSI,2,29160.9158,TXN1uln2qcso7cpx,App Mobile,2026-01-06T18:33:28.000Z,2026-01-06T15:33:28.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:41:13.000Z,Compra,7a5fb2aafbf88dd8de488fae2b9ab9b2,Cedear Petroleo Brasileiro S.A,USD,PBRD,15,11.9955,TXNvpkdrqlkl4hut,App Mobile,2026-01-06T12:41:13.000Z,2026-01-06T09:41:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:55:08.000Z,Compra,5e9f0cfa1c91f106e340a26a62707def,CEDEAR AST SPACEMOBILE INC.,ARS,ASTS,1,9822.3199,TXNt4tt7j121608l,App Mobile,2026-01-07T00:55:08.000Z,2026-01-06T21:55:08.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:34:30.000Z,Compra,5e68d95f32c320ab2fcdba931110640d,Cedear Ishares Ethereum Tr Etf,ARS,ETHA,6,7389.9642,TXNocbpmsxmhgg22,App Mobile,2026-01-06T04:34:30.000Z,2026-01-06T01:34:30.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:21:49.000Z,Venta,4472e55497802f531677a9e8bda9a95e,Transportadora Gas del Sur,ARS,TGSU2,5,9318.9621,TXNswckc7jqjjnlr,App Mobile,2026-01-06T06:21:49.000Z,2026-01-06T03:21:49.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:36:10.000Z,Venta,643aaf926ee142f4fc8fdde90f031871,Cedear Alibaba Group Holding L,ARS,BABA,35,26560.8336,TXNgcul01x34ysr5,Sitio Web Desktop,2026-01-06T12:36:10.000Z,2026-01-06T09:36:10.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:57:20.000Z,Compra,94f279d87d44f165f5cd81a26f5f7771,Cedear Vista Oil & Gas Sab De,ARS,VIST,17,24858.4831,TXNvg5vmf60yknfu,Sitio Web Desktop,2026-01-06T05:57:20.000Z,2026-01-06T02:57:20.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:29:55.000Z,Venta,e44546444f29e50c73cc6cfcf3f7f6e5,Cupón vinculado al PBI $ 2035 (Ley Arg),ARS,TVPP,12,0.1402,TXNiwfd7yxw1tbrw,App Mobile,2026-01-06T12:29:55.000Z,2026-01-06T09:29:55.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:39:31.000Z,Compra,9e82f5dfe256f2e356c67736118432cf,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,34,1012.4061,TXNjg3ytiihn70n6,Sitio Web Desktop,2026-01-06T11:39:31.000Z,2026-01-06T08:39:31.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:56:15.000Z,Compra,da739f91087a3955cc4ac157f87460c0,Bolsas Y Mercados Argentinos S.A.,ARS,BYMA,1479,317.2841,TXNjbp33giunwela,Sitio Web Desktop,2026-01-06T11:56:15.000Z,2026-01-06T08:56:15.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:19:32.000Z,Venta,4f6c09b92248c39a3733058f476e058d,Cedear Spdr S&P 500,ARS,SPY,1,53146.3594,TXNdupx06lbrhlvo,App Mobile,2026-01-06T04:19:32.000Z,2026-01-06T01:19:32.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:20:30.000Z,Venta,13303dd3a47aa73ffdea60a2cc13a103,"Cedear Facebook, Inc.",ARS,META,10,42018.2310,TXN54zh0qa1lszkz,App Mobile,2026-01-07T00:20:30.000Z,2026-01-06T21:20:30.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:30:05.000Z,Compra,2530ab86ddeac42e8c71af7557c052a1,Holcim (Argentina) Ords. 1 Voto,ARS,HARG,16,2684.5342,TXNl0qsn5qc35azn,App Mobile,2026-01-06T11:30:05.000Z,2026-01-06T08:30:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T23:49:28.000Z,Venta,3a75e69536138e47386f68de6f574d05,Edenor,ARS,EDN,2,2284.2486,TXNqp6i0ttcp01vw,Sitio Web Desktop,2026-01-06T23:49:28.000Z,2026-01-06T20:49:28.000Z,2026-01-06,2026-03-20T23:05:25.696Z
